brand,model,battery_range,motor_power,age,weight,top_speed,has_gps,has_app,warranty,price,date
Tesla,Sport Bike,26,250,7,23,39,True,False,5,1234.0,2025-08-10 03:07:52.407845
Rad Power Bikes,RadRover,138,250,3,19,29,False,True,3,2269.326343033351,2025-04-11 03:07:52.407945
VanMoof,VanMoof N3,114,1000,0,32,38,False,True,1,4201.405349216664,2025-02-06 03:07:52.408046
Yamaha,PW-TE,21,1000,5,15,30,True,True,1,1229.3040733135058,2025-05-16 03:07:52.408148
Bosch,Performance Line CX,132,2000,0,29,33,False,False,2,5136.06526177216,2024-12-23 03:07:52.408249
Juiced,Juiced Bikes Scrambler,124,500,6,18,31,True,True,1,1287.8578144324172,2025-07-17 03:07:52.408349
Aventon,Aventon Level,102,350,6,20,38,True,True,1,655.8712501607857,2024-09-25 03:07:52.408451
Super73,S2 Z,100,1000,6,20,34,True,False,5,2386.109039570267,2025-06-25 03:07:52.408552
Bosch,Performance Line CX,63,750,0,20,41,True,True,1,3110.2685110051248,2025-02-20 03:07:52.408653
Aventon,Aventon Pace 500,145,500,2,18,30,False,False,1,3324.761776219664,2024-10-29 03:07:52.408765
Haibike,FullSuspension,109,500,4,24,21,False,False,5,1581.6017980872787,2024-12-19 03:07:52.408868
Riese & Müller,GTS,48,2000,7,21,42,False,True,3,1997.7563968230456,2024-09-28 03:07:52.408969
Himo,Z1,40,2000,7,20,31,True,False,5,2207.608888389301,2025-08-29 03:07:52.409072
Himo,T1,114,500,3,22,26,False,True,1,2207.8150762750493,2025-05-18 03:07:52.409174
Brose,A Mag,97,350,6,23,30,False,True,2,500.0,2025-03-14 03:07:52.409275
Yamaha,PW-X,76,350,6,29,24,True,True,3,500.0,2025-08-04 03:07:52.409376
Himo,Z20,124,1000,6,32,26,True,False,5,1990.0516934505083,2024-10-17 03:07:52.409477
Riese & Müller,Charger,124,350,4,15,33,True,True,5,2738.501729752446,2025-01-02 03:07:52.409578
Aventon,Aventon Path,108,750,0,28,22,False,False,5,3053.7604518379394,2024-12-16 03:07:52.409679
BionX,PL-500,46,250,5,25,32,False,False,1,1111.0,2024-10-03 03:07:52.409792
VanMoof,VanMoof A5,54,750,4,18,25,False,True,2,1550.4478960536296,2024-12-18 03:07:52.409898
Segway,ES2,60,2000,7,32,29,False,False,3,1322.9306928661315,2025-07-08 03:07:52.410001
Super73,S2 Z,144,1000,3,25,24,False,False,1,3278.6231300648888,2024-11-05 03:07:52.410102
Haibike,XDURO,97,250,1,25,31,True,False,2,2209.6616631569127,2025-01-01 03:07:52.410202
Tesla,Sport Bike,108,750,3,25,39,False,False,5,3427.6493210243607,2025-05-21 03:07:52.410303
Segway,GT1,68,1500,1,30,38,False,True,5,3357.6338746565093,2024-11-12 03:07:52.410404
Aventon,Aventon Sinch,29,350,4,25,34,False,False,5,500.0,2025-03-17 03:07:52.410505
BionX,PL-350,26,1000,0,26,39,True,True,5,2845.772017282913,2024-09-19 03:07:52.410606
Himo,T1,49,1500,1,24,31,False,True,3,3459.9951066940034,2025-05-24 03:07:52.410708
Rad Power Bikes,RadCity,86,500,6,26,36,True,True,2,500.0,2025-03-20 03:07:52.410814
Aventon,Aventon Path,68,1500,4,15,25,True,False,1,2808.9422928432814,2025-06-06 03:07:52.410915
Bosch,Performance Line CX,112,500,2,16,29,True,False,2,2570.6295895441776,2025-02-15 03:07:52.411016
Himo,C1,20,250,3,26,31,False,True,5,588.0020182950211,2025-01-05 03:07:52.411118
Bosch,Performance Line CX,143,250,1,20,40,True,True,3,2730.4354346276505,2025-08-20 03:07:52.411218
Bosch,Performance Line,53,250,5,23,22,True,False,1,1165.0,2025-06-17 03:07:52.411324
Xiaomi,Mi Super,138,2000,2,29,40,False,True,3,3421.250068955556,2025-03-15 03:07:52.411424
Super73,RX Pro,80,750,7,16,33,True,True,3,1033.256884827698,2025-01-20 03:07:52.411526
Yamaha,PW-X,126,1000,1,21,43,False,True,2,3822.365045759348,2025-07-01 03:07:52.411627
Tesla,Sport Bike,106,500,7,15,41,True,False,2,964.2555623182776,2024-11-12 03:07:52.411729
Juiced,Juiced Bikes Scrambler,128,1500,7,34,41,False,True,1,1325.8123297183379,2025-06-14 03:07:52.411833
Niu,NQi,118,1000,4,30,27,True,True,1,2365.805601372018,2025-06-16 03:07:52.411934
Giant,Trance E+,109,2000,0,18,43,False,False,1,5543.466655618922,2024-10-26 03:07:52.412034
Xiaomi,Mi Tour,30,750,2,34,37,True,True,5,1625.7627046259572,2025-01-27 03:07:52.412136
Juiced,Juiced CrossCurrent,101,1000,7,28,33,True,False,2,744.0806938312685,2024-11-13 03:07:52.412236
Niu,KQi,112,250,4,34,24,True,False,5,1424.8077476081444,2024-12-05 03:07:52.412338
Yamaha,PW-TE,149,500,2,33,20,True,False,1,2275.781296178455,2025-04-09 03:07:52.412441
Aventon,Aventon Sinch,125,350,5,34,43,True,True,5,961.2616412475433,2024-12-03 03:07:52.412542
Segway,Max G30P,129,250,1,16,43,False,True,1,2047.8139531782936,2025-01-12 03:07:52.412644
Xiaomi,Mi Tour,57,350,0,34,35,False,True,3,1235.0262029895282,2025-07-26 03:07:52.412745
Haibike,XDURO,98,2000,6,32,21,True,True,5,3112.1341021795497,2025-02-26 03:07:52.412851
Panasonic,Mid Drive,94,750,1,19,44,False,True,5,3270.472428811678,2025-03-23 03:07:52.412952
Riese & Müller,GTS,27,1500,2,20,32,True,True,2,2969.4181651646863,2025-07-18 03:07:52.413053
Segway,GT2,89,250,3,25,24,False,True,2,1077.1817567953874,2025-05-17 03:07:52.413154
Aventon,Aventon Sinch,35,350,2,25,28,False,False,2,850.7403171500603,2024-10-24 03:07:52.413254
Panasonic,Rear Hub,63,1000,0,22,22,True,False,3,3387.522139514826,2024-11-08 03:07:52.413354
Yamaha,PW-TE,96,2000,0,24,20,False,False,5,5332.456144866175,2025-01-22 03:07:52.413455
VanMoof,VanMoof S3,60,500,4,15,40,True,True,1,1845.9359878918185,2024-09-16 03:07:52.413555
BionX,PL-500,55,1000,2,24,35,False,True,1,1896.8580609112964,2024-11-29 03:07:52.413659
Juiced,Juiced RipCurrent,21,1500,2,15,23,False,False,2,2476.74525596614,2024-11-25 03:07:52.413760
Yamaha,PW-SE,20,1000,3,21,36,True,True,3,1992.40475601669,2024-09-19 03:07:52.413866
Rad Power Bikes,RadRunner,95,350,3,21,28,True,True,5,2248.7421822789643,2024-11-28 03:07:52.413970
Tesla,City Bike,98,500,0,24,22,True,False,2,4626.335218462079,2024-10-05 03:07:52.414072
Brose,S Mag,104,250,6,18,22,True,True,2,700.5008047174465,2025-02-06 03:07:52.414173
Niu,MQi+,90,350,6,21,44,False,False,5,725.5147609765809,2025-09-06 03:07:52.414274
BionX,PL-350,58,500,1,28,42,False,True,3,2042.9392750050229,2025-02-14 03:07:52.414374
Super73,RX Pro,130,500,7,33,33,False,False,2,500.0,2025-09-04 03:07:52.414475
Bosch,Performance Line,105,1000,3,17,25,False,True,1,2563.697984836098,2025-01-15 03:07:52.414576
Xiaomi,Mi Electric,66,250,7,27,31,True,True,2,648.0,2025-02-28 03:07:52.414679
Segway,ES2,95,750,5,28,35,True,False,3,1352.0739714975914,2025-04-06 03:07:52.414779
VanMoof,VanMoof A5,77,750,1,30,40,False,True,1,3059.5030305001715,2025-08-02 03:07:52.414883
Himo,C26,134,350,4,33,28,True,False,5,1532.2261779714338,2025-04-15 03:07:52.414985
Juiced,Juiced Bikes Scrambler,24,1000,3,16,30,True,True,1,1990.606352695405,2024-12-24 03:07:52.415085
Panasonic,Mid Drive,133,500,7,17,28,False,False,5,1203.2662166214773,2025-06-14 03:07:52.415185
Aventon,Aventon Level,138,500,5,23,39,False,False,1,1420.2852801163342,2025-04-18 03:07:52.415286
Tesla,Roadster,30,350,5,22,23,False,True,3,620.0,2024-10-09 03:07:52.415389
BionX,CC-500,146,500,5,33,28,False,True,1,1052.5052571057608,2024-12-04 03:07:52.415487
Yamaha,PW-TE,56,500,0,17,36,False,False,3,2580.0654500773776,2025-07-27 03:07:52.415588
Brose,C,149,2000,7,34,29,True,True,2,2563.902160348714,2025-07-21 03:07:52.415688
Panasonic,Mid Drive,108,1500,6,21,24,True,False,2,2394.693965949063,2025-07-12 03:07:52.415789
Xiaomi,Mi Pro,54,1000,6,16,43,False,False,3,955.2356997956434,2024-11-21 03:07:52.415893
BionX,PL-500,55,250,0,26,36,True,True,2,2237.063838610845,2025-08-20 03:07:52.415994
Xiaomi,Mi Tour,106,500,0,19,40,True,True,3,3490.5629137032784,2025-02-23 03:07:52.416096
Niu,NQi+,98,1500,2,24,35,True,False,1,3595.3652124601654,2024-09-25 03:07:52.416198
Niu,NQi2,114,250,0,15,38,True,False,2,3063.1183251858547,2024-10-15 03:07:52.416302
Juiced,Juiced RipCurrent,74,1500,5,27,40,False,True,1,1770.3416378877282,2025-03-18 03:07:52.416403
Yamaha,PW-TE,101,2000,7,27,31,False,True,3,2604.091461032068,2025-07-27 03:07:52.416507
Riese & Müller,GTS,119,500,3,33,41,True,True,3,2276.1136090149835,2025-09-10 03:07:52.416608
Super73,S2 Z,141,500,4,21,23,True,True,2,2351.1382498578423,2024-11-10 03:07:52.416710
Xiaomi,Mi 4,58,1000,7,21,22,True,False,5,822.0316726021598,2024-11-07 03:07:52.416812
Rad Power Bikes,RadMini,119,250,0,25,29,True,True,5,3919.730299900373,2025-04-28 03:07:52.416918
Segway,GT2,132,1500,2,31,36,False,False,1,3158.0137990282874,2024-10-04 03:07:52.417020
BionX,PL-500,55,2000,5,30,30,False,True,3,2597.219249040733,2025-07-28 03:07:52.417120
BionX,CC-500,60,500,7,16,23,True,False,1,511.0,2025-02-16 03:07:52.417222
Panasonic,Mid Drive,39,1500,7,22,41,True,False,3,1081.271324130338,2025-04-02 03:07:52.417321
BionX,PL-500,92,250,6,21,27,False,True,5,730.6723848824479,2024-12-23 03:07:52.417421
Panasonic,Rear Hub,110,500,6,18,23,False,False,2,972.4837107678704,2025-07-13 03:07:52.417521
Super73,S2 Z,68,2000,2,23,23,False,False,1,3992.9207253914715,2025-08-30 03:07:52.417621
Panasonic,Rear Hub,76,750,0,21,23,False,True,2,3168.8223878886097,2024-11-02 03:07:52.417721
Niu,UQi,87,1000,1,17,32,True,False,3,4277.628193568874,2025-08-16 03:07:52.417822
Rad Power Bikes,RadCity,140,250,1,19,43,False,True,1,3391.4070071316883,2025-04-13 03:07:52.417926
Brose,A Mag,120,2000,5,29,36,False,False,5,3487.557291704876,2025-01-01 03:07:52.418026
Himo,C26,130,750,1,17,32,False,False,1,3550.695411898472,2024-11-11 03:07:52.418127
Brose,C,45,1000,4,26,29,False,True,5,1268.8807831763838,2024-09-26 03:07:52.418230
Panasonic,Mid Drive,103,750,0,21,41,False,True,1,3714.2677343582054,2025-01-18 03:07:52.418330
Riese & Müller,Charger,123,500,4,18,38,True,False,1,1939.1216244163872,2025-07-20 03:07:52.418463
Haibike,FullSuspension,22,2000,2,23,24,False,False,3,3682.849640114352,2025-02-11 03:07:52.418604
Yamaha,PW-X,38,2000,4,18,24,True,True,3,3188.530273171395,2025-06-28 03:07:52.418723
Giant,Reign E+,97,250,3,22,31,True,False,1,1478.1043653588456,2025-07-20 03:07:52.418843
Riese & Müller,GTS,98,1500,2,17,26,True,True,3,4618.008226516719,2025-01-22 03:07:52.418962
Bosch,Performance Line CX,141,500,0,28,37,True,False,3,4231.376847046833,2025-06-04 03:07:52.419070
Yamaha,PW-X,58,750,5,15,21,True,False,3,1318.9793297752958,2025-07-19 03:07:52.419171
VanMoof,VanMoof S3,91,2000,6,34,30,True,False,2,3108.252136579559,2025-01-05 03:07:52.419277
Yamaha,PW-TE,98,750,6,27,43,False,True,3,897.1676310904181,2025-04-23 03:07:52.419378
Xiaomi,Mi Electric,73,250,7,29,24,True,True,5,500.0,2024-12-15 03:07:52.419480
BionX,PL-500,132,1000,5,26,20,True,False,3,2512.131433614403,2024-12-04 03:07:52.419586
Aventon,Aventon Pace 500,123,750,7,19,22,False,False,1,788.3190000010845,2025-05-10 03:07:52.419686
Giant,Reign E+,80,1500,2,19,36,True,False,2,4109.708189998195,2025-04-10 03:07:52.419787
Giant,Explore E+,108,1000,1,34,23,False,True,5,3307.9346403081995,2025-06-09 03:07:52.419887
Haibike,XDURO,82,1000,3,25,35,True,False,2,2307.0324933648985,2025-08-30 03:07:52.419987
Aventon,Aventon Path,132,1500,6,30,29,True,True,1,2292.8583012649547,2025-09-01 03:07:52.420091
Rad Power Bikes,RadCity,83,500,7,34,34,True,False,1,1009.0,2025-05-26 03:07:52.420194
Super73,Z1,34,250,4,29,22,False,False,2,1289.0,2025-08-07 03:07:52.420295
Himo,Z1,32,2000,6,32,38,False,True,2,1448.4033739994886,2025-05-08 03:07:52.420395
Panasonic,Mid Drive,112,500,1,18,42,False,False,5,3211.221508095681,2025-03-11 03:07:52.420496
Haibike,Sduro,85,750,7,24,21,True,True,1,500.0,2025-01-30 03:07:52.420602
Niu,NQi,145,250,5,26,38,True,False,3,1121.4181704923199,2025-08-26 03:07:52.420703
Juiced,Juiced CrossCurrent,73,1500,3,18,35,False,False,3,3544.723474556632,2025-06-29 03:07:52.420803
Juiced,Juiced CrossCurrent,42,250,2,26,41,False,True,3,844.7260040763161,2024-12-07 03:07:52.420903
Yamaha,PW-SE,132,2000,4,31,22,True,False,2,3535.5537530483316,2024-10-16 03:07:52.421003
VanMoof,VanMoof S3,26,1000,6,18,34,False,False,2,500.0,2025-03-22 03:07:52.421107
Giant,Trance E+,129,500,5,29,37,False,True,1,1106.8325081580658,2025-03-15 03:07:52.421208
Panasonic,Mid Drive,30,350,4,30,27,True,False,1,554.0,2025-08-12 03:07:52.421310
Haibike,Sduro,85,1000,1,18,31,False,True,5,2997.433913172642,2025-05-11 03:07:52.421409
Riese & Müller,Supercharger,52,500,4,27,39,True,False,2,628.248272595365,2025-04-12 03:07:52.421512
Niu,KQi,120,750,6,20,21,False,False,3,1724.0523770370985,2025-07-29 03:07:52.421633
Rad Power Bikes,RadRover,132,1000,1,27,32,True,False,5,4653.2509544597415,2025-09-11 03:07:52.421734
Riese & Müller,GTS,116,1500,5,15,42,False,True,3,3051.6946675469267,2025-01-14 03:07:52.421838
Riese & Müller,GTS,95,350,0,25,21,True,False,1,3237.586276578479,2025-04-27 03:07:52.421937
Super73,Z1,128,2000,0,25,25,True,True,2,4290.206552817303,2024-12-15 03:07:52.422038
Himo,Z20,114,2000,3,15,38,True,False,1,4042.4493973498757,2025-08-21 03:07:52.422143
Yamaha,PW-SE,88,1000,1,31,41,False,True,3,3052.894051251523,2024-09-26 03:07:52.422243
Tesla,CyberBike,42,1000,3,20,24,False,True,5,3108.110607493887,2025-08-18 03:07:52.422351
Brose,A Mag,145,1500,3,33,37,False,True,2,3534.092260397347,2024-11-08 03:07:52.422452
Segway,Max G30P,47,500,7,15,33,False,False,3,567.0,2024-10-26 03:07:52.422561
Panasonic,Center Motor,129,750,6,26,26,False,True,1,1111.1193430679002,2025-02-11 03:07:52.422660
Himo,T1 Pro,41,1000,4,23,33,False,True,3,1629.8302190338768,2025-04-30 03:07:52.422766
Xiaomi,Mi Lite,81,1000,1,30,43,True,False,2,2229.4776482903876,2024-11-16 03:07:52.422869
Xiaomi,Mi Lite,43,750,0,28,43,False,True,5,2291.6125748750674,2025-04-29 03:07:52.422974
Himo,Z1,89,2000,2,20,27,True,False,3,3948.7647316053435,2025-08-13 03:07:52.423075
Bosch,Performance Line,135,1500,7,15,21,False,False,2,2475.920100963286,2024-11-11 03:07:52.423179
Aventon,Aventon Pace 500,103,350,0,24,30,False,False,1,2501.161375897981,2025-05-28 03:07:52.423280
Super73,Z1 Black,89,500,1,32,28,False,False,3,1870.7438543321812,2025-06-09 03:07:52.423381
Giant,Trance E+,98,1500,1,32,22,True,False,1,3466.921319910221,2025-09-07 03:07:52.423481
Xiaomi,Mi 4,113,1500,5,22,37,True,False,2,2643.368840777611,2025-01-26 03:07:52.423587
Haibike,XDURO,143,250,6,24,40,True,False,3,971.256197010595,2025-03-17 03:07:52.423687
Bosch,Active Line,104,1500,1,34,22,True,True,1,3819.74372646063,2025-01-08 03:07:52.423788
Juiced,Juiced CrossCurrent,61,1000,3,34,20,True,True,5,1871.3012524741293,2024-11-27 03:07:52.423889
Juiced,Juiced RipCurrent,78,1000,2,33,31,True,True,5,2708.6425996705734,2024-12-05 03:07:52.423989
Himo,C1,112,750,7,32,28,True,True,5,954.093360053619,2025-03-28 03:07:52.424090
Juiced,Juiced RipCurrent,134,750,7,26,40,True,True,2,1232.644390020565,2024-12-12 03:07:52.424193
Himo,T1 Pro,91,250,0,29,30,True,False,1,1889.3776378212312,2025-04-04 03:07:52.424294
Brose,A Mag,140,750,3,34,36,True,True,1,1917.0317259739622,2024-12-23 03:07:52.424397
Xiaomi,Mi Pro,61,250,4,22,31,True,True,1,536.2718159618204,2025-05-18 03:07:52.424499
Bosch,Active Line,99,350,5,33,24,False,True,5,648.9953161330308,2025-08-19 03:07:52.424604
Aventon,Aventon Level,119,2000,3,30,32,False,True,1,3858.2895233938784,2024-11-10 03:07:52.424705
Aventon,Aventon Sinch,119,500,3,24,35,False,False,1,1910.6330460282431,2024-10-07 03:07:52.424806
Haibike,Sduro,60,250,6,33,27,False,False,2,791.0,2025-06-21 03:07:52.424908
BionX,PL-500,131,750,1,30,44,True,False,1,2618.9677997698986,2025-04-18 03:07:52.425007
BionX,PL-350,69,350,0,26,37,False,False,1,1523.8350962689146,2024-11-29 03:07:52.425108
Xiaomi,Mi Pro,132,1000,5,21,20,True,True,1,1858.5190612253666,2025-01-13 03:07:52.425212
Haibike,XDURO,79,350,2,33,28,True,False,1,1061.7341331725786,2024-12-15 03:07:52.425312
VanMoof,VanMoof A5,107,250,6,31,27,False,False,2,1276.0,2024-10-16 03:07:52.425415
Yamaha,PW-X,149,250,6,28,30,False,True,2,739.1420895350351,2024-11-30 03:07:52.425517
Riese & Müller,Charger,113,500,1,25,34,True,False,5,3470.8850109138148,2025-01-05 03:07:52.425619
Haibike,FullSuspension,20,1500,0,15,24,False,False,3,3283.8510874889994,2024-10-16 03:07:52.425719
Yamaha,PW-SE,133,350,5,31,39,False,False,1,653.0870981868514,2025-02-26 03:07:52.425820
BionX,PL-350,99,1500,1,18,39,False,True,2,4170.961175585989,2024-12-04 03:07:52.425920
Panasonic,Mid Drive,79,1500,3,19,43,False,False,3,3397.537539643025,2025-08-14 03:07:52.426020
Bosch,Performance Line CX,113,250,4,29,33,True,True,3,1157.3246791263814,2025-04-18 03:07:52.426121
Giant,Trance E+,56,1000,7,22,42,True,True,2,570.7978669674117,2024-10-01 03:07:52.426225
Aventon,Aventon Path,51,500,4,33,29,False,True,1,500.0,2025-05-08 03:07:52.426326
Segway,Max G30,148,500,2,22,28,False,True,1,2447.216483850658,2025-01-04 03:07:52.426432
VanMoof,VanMoof X3,61,250,5,27,39,True,True,2,1236.0,2025-02-20 03:07:52.426540
Juiced,Juiced CrossCurrent,39,1500,7,30,24,True,True,2,713.2508652829152,2025-02-27 03:07:52.426639
Riese & Müller,Supercharger,57,250,4,20,38,True,True,1,572.9147129169877,2025-06-27 03:07:52.426741
Yamaha,PW-TE,146,250,0,25,26,True,True,3,3245.025421826701,2025-01-14 03:07:52.426844
VanMoof,VanMoof N3,142,1500,4,16,35,False,True,2,4862.0307614602025,2024-10-14 03:07:52.426945
VanMoof,VanMoof N3,146,500,5,28,28,True,False,3,2199.9202040848368,2025-01-24 03:07:52.427049
Niu,NQi+,23,250,1,32,23,True,False,3,782.0943124501619,2024-12-20 03:07:52.427151
Tesla,City Bike,146,750,7,23,25,True,False,5,2142.527493909069,2025-08-07 03:07:52.427258
Yamaha,PW-TE,53,2000,0,23,41,False,False,5,5016.34779099261,2025-08-29 03:07:52.427359
Aventon,Aventon Sinch,35,1500,3,23,39,False,False,1,1892.872003002783,2025-06-02 03:07:52.427459
Giant,Reign E+,100,2000,6,19,26,True,True,3,4139.245830493436,2024-11-11 03:07:52.427564
Giant,Reign E+,45,1500,5,19,42,False,False,1,1615.625494679977,2025-05-13 03:07:52.427665
Aventon,Aventon Level,110,750,5,17,35,False,False,5,2483.0346117807812,2024-11-16 03:07:52.427765
Giant,Explore E+,28,350,4,34,39,False,True,2,714.0,2025-03-16 03:07:52.427868
Himo,Z1,102,1500,7,16,29,True,False,2,2075.935204216464,2025-01-17 03:07:52.427967
Juiced,Juiced RipCurrent,126,750,6,31,44,False,False,1,702.7866573653379,2024-12-20 03:07:52.428068
Xiaomi,Mi Lite,54,1000,3,22,39,False,False,3,1746.1497452108713,2025-05-28 03:07:52.428170
Super73,RX Pro,51,500,7,18,28,False,False,1,556.0,2024-11-20 03:07:52.428282
Giant,Reign E+,84,250,1,32,35,False,False,5,1781.5887100128712,2024-12-08 03:07:52.428382
Xiaomi,Mi 4,72,2000,7,24,24,False,False,2,1955.473478439547,2024-10-10 03:07:52.428484
Bosch,Active Line,63,2000,0,15,23,True,True,5,5295.427729605205,2024-12-18 03:07:52.428590
Haibike,XDURO,46,1000,6,21,20,True,True,3,898.8836604593411,2025-03-15 03:07:52.428691
Niu,NQi+,105,500,5,32,23,True,True,3,891.806324657334,2025-08-28 03:07:52.428793
Yamaha,PW-TE,57,250,5,30,39,True,False,2,1150.0,2025-01-12 03:07:52.428896
Himo,C20,63,750,7,21,43,True,False,5,602.2343865005718,2024-12-09 03:07:52.428995
Niu,NQi2,88,1000,4,22,36,False,True,5,2421.111211243574,2024-12-03 03:07:52.429096
Panasonic,Center Motor,27,1500,6,17,30,True,False,2,1534.1250501260492,2024-10-08 03:07:52.429197
Haibike,XDURO,86,350,6,23,36,True,False,3,500.0,2024-09-25 03:07:52.429301
Riese & Müller,Charger,26,2000,7,28,38,True,False,1,988.6035135352548,2025-01-08 03:07:52.429402
Bosch,Performance Line CX,90,500,3,23,28,False,False,3,1862.6635407678073,2025-06-26 03:07:52.429506
Xiaomi,Mi 4,59,1000,5,16,33,False,False,5,1136.4805702083524,2025-01-26 03:07:52.429612
Xiaomi,Mi Electric,27,2000,4,28,21,True,False,5,2536.4868893734456,2025-07-19 03:07:52.429719
Haibike,FullSuspension,111,1500,1,22,42,True,False,1,3627.410292502373,2025-08-24 03:07:52.429822
Brose,A Mag,141,350,4,19,32,False,False,3,1983.850765020878,2024-11-14 03:07:52.429923
Aventon,Aventon Sinch,72,750,6,32,23,True,False,3,500.0,2024-12-17 03:07:52.430024
Himo,Z20,95,250,0,34,25,False,False,5,2364.032585455875,2024-10-29 03:07:52.430126
Super73,RX,67,250,4,29,35,False,False,5,522.159698834061,2025-06-19 03:07:52.430227
Haibike,Sduro,77,350,5,24,29,False,True,5,756.2596355779989,2025-04-17 03:07:52.430331
Rad Power Bikes,RadRover,67,1500,4,26,43,True,True,2,2698.348103337418,2025-01-06 03:07:52.430433
Aventon,Aventon Level,61,750,7,20,28,True,False,2,500.0,2025-06-22 03:07:52.430538
Riese & Müller,Supercharger,136,1500,1,18,38,True,True,2,5824.178272604434,2025-08-22 03:07:52.430639
Bosch,Performance Line CX,111,1500,3,29,37,False,False,3,2962.0806591666305,2025-06-30 03:07:52.430740
Aventon,Aventon Sinch,29,2000,5,22,33,True,True,5,2457.509473804532,2025-06-18 03:07:52.430841
Brose,S Mag,106,750,3,34,35,True,False,5,2033.0374403545,2024-12-21 03:07:52.430942
Himo,T1 Pro,59,2000,5,26,27,True,True,2,3284.961286746002,2025-01-24 03:07:52.431046
Tesla,E-Bike X,137,1000,4,15,28,False,True,2,4062.728190697141,2025-01-02 03:07:52.431150
Juiced,Juiced RipCurrent,49,250,7,31,21,False,True,2,559.0,2025-08-21 03:07:52.431254
BionX,CC-500,26,350,1,22,43,False,False,2,1198.4380869277634,2025-08-04 03:07:52.431356
Tesla,Sport Bike,56,750,2,28,43,True,True,1,2591.202489038121,2025-01-20 03:07:52.431458
Panasonic,Mid Drive,83,750,2,21,24,False,False,5,3211.8690243121546,2025-01-31 03:07:52.431563
Rad Power Bikes,RadWagon,42,500,5,22,26,False,True,3,500.0,2024-12-18 03:07:52.431665
BionX,CC-500,102,1000,6,18,38,True,False,3,1803.3836036927896,2025-05-22 03:07:52.431766
Aventon,Aventon Sinch,79,1000,2,19,33,True,False,5,3219.933155980027,2025-02-21 03:07:52.431867
Juiced,Juiced CrossCurrent,94,1000,2,25,23,False,False,1,2625.2570310776123,2025-08-14 03:07:52.431968
Segway,ES2,25,1000,4,20,22,False,True,5,1340.0305296996398,2025-06-25 03:07:52.432069
Haibike,FullSuspension,113,500,7,19,23,True,False,5,1204.9091375352011,2025-06-02 03:07:52.432169
Yamaha,PW-TE,53,1500,5,34,22,False,False,2,1067.009249984633,2024-12-24 03:07:52.432273
Juiced,Juiced CrossCurrent,143,750,1,26,44,False,False,1,2973.0278969834603,2025-07-17 03:07:52.432376
Bosch,Performance Line,41,350,1,33,35,False,False,5,1255.0716307873845,2025-05-03 03:07:52.432477
Rad Power Bikes,RadCity,143,250,7,21,23,True,False,1,500.0,2025-02-13 03:07:52.432582
Aventon,Aventon Pace 500,73,1500,0,16,42,True,True,2,5524.121683466161,2024-12-29 03:07:52.432684
Bosch,Performance Line,66,750,2,30,26,False,False,3,1832.6987199552939,2025-09-02 03:07:52.432785
Haibike,FullSuspension,75,1500,5,29,26,False,True,2,1657.2036905505674,2024-10-06 03:07:52.432885
Tesla,Roadster,139,2000,1,25,32,False,False,2,8700.820204818521,2025-01-29 03:07:52.432987
Super73,S2,104,1000,7,15,44,False,True,2,1546.828459187624,2024-11-30 03:07:52.433088
Haibike,XDURO,123,350,3,19,35,False,True,5,2498.367041544977,2025-01-08 03:07:52.433189
Tesla,E-Bike X,93,500,5,18,22,True,True,1,1568.6330037276623,2025-03-25 03:07:52.433290
Himo,C20,95,2000,3,15,32,True,True,1,4759.335483757678,2025-03-26 03:07:52.433395
Riese & Müller,Charger,67,1500,7,28,35,False,False,3,898.1092220570671,2025-01-31 03:07:52.433496
Tesla,E-Bike X,134,1000,0,19,20,True,True,2,7177.666916787631,2024-11-26 03:07:52.433601
Xiaomi,Mi Tour,75,750,1,15,26,True,False,5,3635.661558966023,2024-11-11 03:07:52.433704
Haibike,Sduro,74,250,2,26,21,True,False,3,1375.3645893467603,2025-01-30 03:07:52.433805
BionX,PL-350,101,2000,5,23,41,True,False,2,3839.332799101862,2025-01-03 03:07:52.433906
VanMoof,VanMoof N3,34,1500,7,28,21,False,True,2,528.847960352864,2024-11-09 03:07:52.434006
Yamaha,PW-TE,98,1000,1,28,42,True,True,5,3190.074052360618,2025-08-30 03:07:52.434107
Tesla,Roadster,21,500,3,28,42,False,True,3,500.0,2025-05-18 03:07:52.434208
Super73,S2,97,350,5,32,28,True,True,2,500.0,2025-03-29 03:07:52.434310
Super73,S2 Z,127,1500,6,33,33,True,False,2,2227.3011590762494,2025-07-14 03:07:52.434414
Panasonic,Mid Drive,56,1000,7,26,21,False,False,3,500.0,2025-09-12 03:07:52.434518
Niu,NQi+,32,2000,7,29,30,False,False,1,769.7264661999226,2024-12-25 03:07:52.434622
Riese & Müller,GTS,66,1500,5,18,39,True,False,2,2674.545649196354,2025-03-29 03:07:52.434724
Riese & Müller,GTS,24,250,5,29,40,False,False,1,708.0,2025-08-31 03:07:52.434829
Bosch,Performance Line CX,95,1500,4,30,41,False,False,1,1785.556404953112,2025-04-22 03:07:52.434928
VanMoof,VanMoof S3,72,750,2,32,20,True,False,1,2003.8312201559138,2024-11-26 03:07:52.435030
VanMoof,VanMoof A5,78,2000,0,22,37,True,True,2,8200.340594709602,2025-07-25 03:07:52.435131
Rad Power Bikes,RadRover,90,500,3,18,30,False,False,1,1520.3278819229986,2024-10-30 03:07:52.435232
